lagsnavn,orgnr,kommune,fylke,adresse,postnummer,poststed,nettstad,kjelde_type,kjelde_url,henta_dato
LODAHL (U.K.) LTD,977309719,,,2A Rose Street,,ABERDEEN AB10 1UA SCOTLAND,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/977309719,2026-04-27
MARINE TECHNOLOGIES L L C,984722060,,,# 3 Sanctuary Boulevard Mandeville,,"US-Mandeville, LA 70471",,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/984722060,2026-04-27
MASCHINENBAU U. KONSTRUKTION GMBH ELMSHORN,923225218,,,Sandkamp 10,,DE-25368 KIEBITZREIHE,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/923225218,2026-04-27
MASCHINENBAU U. KONSTRUKTION GMBH ELMSHORN,823228902,,,Sandkamp 10,,DE-25368 KIEBITZREIHE,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/823228902,2026-04-27
MCS KENNY INTERNATIONAL (U.K) LIMITED,995093634,,,"Caledonian House, 234 Union Street",,AB10 1TN Aberdeen,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/995093634,2026-04-27
MOLANDER GRUND OCH BYGG AB,924837012,,,Persåsen 331,,SE 845 72 Oviken,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/924837012,2026-04-27
MULAG FAHRZEUGWERK HEINZ WÖSSNER GMBH U CO KG,923608273,,,Gewerbestrase 8,,DE-77728 OPPENAU,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/923608273,2026-04-27
MULAG FAHRZEUGWERK HEINZ WÖSSNER GMBH U CO KG,923828532,,,Gewerbestrasse 8,,DE-77728 OPPENAU,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/923828532,2026-04-27
MULK MEDICAL SUPPORT V/JAMSHAID-UL MULK,922531587,,,"Ole Suhrs Gade 6, 3. tv",,DK-1354 KØBENHAVN K,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/922531587,2026-04-27
MULK MEDICAL SUPPORT V/JAMSHAID-UL MULK,822614752,,,"Ole Suhrs Gade 6, 3. tv",,DK-1354 KØBENHAVN K,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/822614752,2026-04-27
NERA BULGARIA EOOD,990235678,,,"Platinum Business Centre, 26 Bacho Kiro Str",,SOFIA 1000,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/990235678,2026-04-27
NFC ULF WITASP AB,935897645,,,Stora Vägen 30,,SE-795 70 VIKARBYN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/935897645,2026-04-27
NFC ULF WITASP AB NUF,935845521,,,Stora Vägen 30,,SE-795 70 VIKARBYN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/935845521,2026-04-27
NORDIC LAURITA L. L. C.,989891278,,,"Trust Company Complex Ajeltake Road, Ajeltake Island",,Majuro Marshall Islands MH96960,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/989891278,2026-04-27
NYAKALLO NETHERLANDS COÖPERATIEF U.A,934222431,,,"Strawinskylaan 569,, Tower Ten 5de Verdieping, World Trade C",,1077XX AMSTERDAM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/934222431,2026-04-27
NYAKALLO NETHERLANDS COÖPERATIEF U.A.,934146034,,,"Strawinskylaan 569,, Tower Ten 5de Verdieping, World Trade C",,1077XX AMSTERDAM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/934146034,2026-04-27
P&L SERVICE AB,997766040,,,,,66131 SÄFFLE,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/997766040,2026-04-27
P&L SERVICE AB,997766067,,,Huldrastigen 10,,66131 SÄFFLE,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/997766067,2026-04-27
P.H.U. L-NORD BEATA HOTEL,894997532,,,ul Karpacka 4B/31,,PL-80 336 GDANSK,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/894997532,2026-04-27
P.H.U. L-NORD BEATA HOTEL,994997572,,,ul Karpacka 4B/31,,80-336 GDANSK,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/994997572,2026-04-27
P.P.U.H STABI-L BOGUSLAW HENDEL,996735540,,,Zegadlowicza 2,,PL-34-100 WADOWICE,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/996735540,2026-04-27
PF CONCEPT INTERNATIONAL COÖPERATIEF U.A.,929086716,,,Kabelweg 1,,2371DX ROELOFARENDSVEEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/929086716,2026-04-27
PF CONCEPT INTERNATIONAL COÖPERATIEF U.A.,929247086,,,Kabelweg 1,,2371DX ROELOFARENDSVEEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/929247086,2026-04-27
PH-U ZOSO MARCIN RADOMSKI,929595963,,,"woj. Wielkopolskie, pow leszczynski, gm. Lipno, miejsc., Wilkowice Dworcowa 102",,PL-64115 SWIECIEC,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/929595963,2026-04-27
PH-U ZOSO MARCIN RADOMSKI,930141615,,,"woj. Wielkopolskie, pow leszczynski, gm. Lipno, miejsc., Wilkowice Dworcowa 102",,PL-64-115 SWIECIEC,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/930141615,2026-04-27
PRO-FI  SERV L SCHOTTDORF,993142336,,,An der Ziegelei 37,,97720 NÜDLINGEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/993142336,2026-04-27
PROJEKTKONSULT L-Å KARLSON AKTIEBOLAG,994294695,,,"Görvälns Slott, Görvälnvägen",,175 62 Jarfälla,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/994294695,2026-04-27
R D L SERVICES LIMITED,996923622,,,"Sunlea, 8 Seaton Road",,DD11 5DX Arbroath Angus,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/996923622,2026-04-27
R D L SERVICES LIMITED,996923657,,,"Sunlea, 8 Seaton Road",,DD11 5DX ARBROATH ANGUS,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/996923657,2026-04-27
S H U E LIMITED,997222377,,,1 Mitchell Lane,,BRISTOL BS1 6BU,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/997222377,2026-04-27
S H U E LIMITED,997222393,,,1 Mitchell Lane,,BRISTOL BS1 6BU,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/997222393,2026-04-27
S&L CONSULTING,993548731,,,Route du Petit-Moncor 1D,,CH-1752 VILLARS-SUR-GLANE,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/993548731,2026-04-27
S&L CONSULTING SA,993552895,,,Route du Petit-Moncor 1D,,CH-1752 VILLARS-SUR-GLANE,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/993552895,2026-04-27
S-U SOFT AB,979129319,,,"c/o Ernst & Young, Postboks 3143",,S - 103 62 STOCKHOLM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/979129319,2026-04-27
SAP LABS BULGARIA,815524322,,,Tzar Boris III Blvd 136A,,BG-1618 SOPHIA,https://www.sap.com,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/815524322,2026-04-27
SHELL U.K. LIMITED,916292414,,,Shell Centre,,LONDON SE1 7NA,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/916292414,2026-04-27
SIA THREE L TECHNOLOGIES,915638554,,,"Piepilsetas Krustkalni, Kekavas district",,LV-2111 KEKAVAS DISTRICT,https://www.3lt.lv,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/915638554,2026-04-27
SIEM BULK INC.,926371355,,,"PO Box 309, Ugland House",,KY1-1104 GRAND CAYMAN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/926371355,2026-04-27
SIEM BULK INC. NUF,926295128,,,"PO Box 309, Ugland House",,KY1-1104 GRAND CAYMAN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/926295128,2026-04-27
SIMATEK BULK SYSTEMS,916277784,,,Charlottevej 8,,DK-4270 HØNG,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/916277784,2026-04-27
SIMATEK BULK SYSTEMS A/S,916277806,,,Charlottevej 8,,DK-4270 HØNG,https://www.simatek-bulk.dk,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/916277806,2026-04-27
SOCOMEC U.K. LIMITED,919180781,,,"Unit 7-9 Lakeside Business Park, Broadway Lane South Cerney",,CIRENCESTER GL7 5XL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/919180781,2026-04-27
SOCOMEC U.K. LIMITED,919665823,,,"Unit 7-9 Lakeside Business Park, Broadway Lane South Cerney",,CIRENCESTER GL7 5XL,https://www.socomec.co.uk,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/919665823,2026-04-27
SOFT DRINKS HOLDING S A R L,984622910,,,"Parc d Activites du Plateau de, Signes",,83870 SIGNES,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/984622910,2026-04-27
STENA BULK AB,980026159,,,c/o Søren Nils Erik Olsson,,405 19 Gøteborg,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/980026159,2026-04-27
STENA BULK AB,980026191,,,Danmarksterminalen,,405 19 Gøteborg,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/980026191,2026-04-27
STICHTING ADMINISTRATIEKANTOOR OCEANTEAM P & U,990092893,,,Herrengracht 179 A,,1016 BE AMSTERDAM,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/990092893,2026-04-27
SØSTRENE GRENES IMPORT,917424888,,,Gunnar Clausens Vej 20-22,,DK 8260 VIBY J,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/917424888,2026-04-27
SØSTRENE GRENES IMPORT A/S,917509808,,,Gunnar Clausens  Vej 20,,DK 8260 Viby J,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/917509808,2026-04-27
T&L SUGARS LIMITED,897862972,,,"Thames Refinery, Factory Road",,LONDON E16 2EW,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/897862972,2026-04-27
T&L SUGARS LIMITED,997863003,,,"Thames Refinery, Factory Road",,LONDON E16 2EV,https://www.tasteandsmile.com,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/997863003,2026-04-27
T.D. WILLIAMSON (U.K.) LIMITED,915138756,,,"Faraday Road, Dorcan Way Swindon",,WILTS SN3 5HF,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/915138756,2026-04-27
T.D. WILLIAMSON (U.K..) LIMITED,915138705,,,"Faraday Road, Dorcan Way Swindon",,WILTS SN3 5HF,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/915138705,2026-04-27
THREE L TECHNOLOGIES,915638511,,,"Piepilsetas Krustkalni, Kekavas district",,LV-2111 KEVAVAS DISTRICT,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/915638511,2026-04-27
TRITHORN BULK A/S,917676658,,,"Nyhavn 47, 2.",,DK-1051 KØBENHAVN,https://www.thorcobulk.com,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/917676658,2026-04-27
U-ROPE ACCESS APS,994991434,,,Adgangsvejen 16,,6700 ESBJERG,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/994991434,2026-04-27
U-ROPE ACCESS APS,994991418,,,Adgangsvejen 16,,6700 ESBJERG,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/994991418,2026-04-27
U.S DIRECT E-COMMERCE NETHERLANDS B,835641392,,,Evert van de Beekstraat 354,,1118CZ SCHIPHOL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/835641392,2026-04-27
U.S DIRECT E-COMMERCE NETHERLANDS B.V,935488346,,,Evert van de Beekstraat 354,,NL-1118 CZ SCHIPHOL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/935488346,2026-04-27
U.S ENGINEERING AB,997722612,,,Hästhovsvägen 11,,SE-518 40 SJÖMARKEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/997722612,2026-04-27
U.S ENGINEERING AB,897722682,,,Hästhovsvägen 11,,SE-518 40 SJÖMARKEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/897722682,2026-04-27
U.S. BANK EUROPE DESIGNATED ACTIVITY COMPANY,991283927,,,"Block F1, Cherrywood Business Park,, Cherrywood, Dublin 18",,D18 W2X7 DUBLIN,https://www.elavon.com,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/991283927,2026-04-27
U.S. DIRECT E-COMMERCE LIMITED,925018961,,,"South Block The Concourse Building, 110-115 Airside Business Park",,Swords Co Dublin K67 NY94,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/925018961,2026-04-27
U.S. DIRECT E-COMMERCE LIMITED,925310336,,,"South Block, The Concource Building, 110-115 Aiside Business Park",,Swords Co Dublin K67 NY94,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/925310336,2026-04-27
UFFE BYGGARE V/ULF ERIKSSON,988494127,,,Chr Erikssons väg 9,,67142 ARVIKA,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/988494127,2026-04-27
UL INTERNATIONAL SWEDEN AB,987539291,,,"c/o Kista Science Tower, Färögatan 33",,SE-164 51 KISTA,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/987539291,2026-04-27
UL INTERNATIONAL SWEDEN AB,987557176,,,"c/o Kista Science Tower, Färögatan 33",,SE-164 51 KISTA,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/987557176,2026-04-27
ULF WIKLUND MUR & KAKEL,989901710,,,Bjorkvägen 40,,793 33 LEKSAND,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/989901710,2026-04-27
ULF WIKLUND MUR & KAKEL,989901753,,,Björkvägen 40,,79333 LEKSAND,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/989901753,2026-04-27
ULLERN ROER LTD,994197649,,,"60 Cemetry Road, porth, Mind Glamorgan",,CF39 0BL PORTH,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/994197649,2026-04-27
UNIPEC U.K. COMPANY LIMITED,926590022,,,"13-15 Moorgate,",,LONDON EC2R 6AD ENGLAND,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/926590022,2026-04-27
UNIPEC U.K. COMPANY LIMITED,926662139,,,"Lawn House,, 74 Shepherds Bush Green,",,LONDON W12 8QE ENGLAND,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/926662139,2026-04-27
VINCI CONSTRUCTION GRANDS PROJETS,934862597,,,1973 Boulevard De L Défense,,FR 92000 NANTERRE,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/934862597,2026-04-27
VINCI CONSTRUCTION GRANDS PROJETS,934956087,,,1973 Boulevard De L Défense,,FR-92000 NANTERRE,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/934956087,2026-04-27
W L GORE & ASSOCIATES SCANDINAVIA AB,985655596,,,Bifrostgatan 50 D,,SE-431 44 MÖLNDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/985655596,2026-04-27
W. L. GORE & ASSOCIATES SCANDINAVIA AB NUF,985650632,,,Bifrostgatan 50 D,,431 44 MÖLNDAL,https://www.gore.com,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/985650632,2026-04-27
WERELIUS L KONSULT AB,936231039,,,"Lostigen 36, lgh 1203",,SE-170 75 SOLNA,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936231039,2026-04-27
WERELIUS L KONSULT AB NUF,936129013,,,"Lostigen 36, lgh 1203",,SE-170 75 SOLNA,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936129013,2026-04-27
WESTERN BULK CARRIERS SEATTLE INC,987273992,,,1001 Fourth Avenue Suite 2323,,SEATTLE WA 98154,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/987273992,2026-04-27
WILHELMSEN SHIPS SERVICE LTD (BULGARIA),994858084,,,Bussiness Park Varna B1 Office,,303 VARNA,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/994858084,2026-04-27
WORKS L&W GROUP S.R.O,998044774,,,"Hradec Kralove Kukleny Prazska, trida 155",,PSC 500 04,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/998044774,2026-04-27
Z. P. U. H. MALGO GRZEGORZ PIOTR LUKASIUK,990276366,,,Malowa Gora 2 B,,21-512 ZALESIE,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/990276366,2026-04-27
LONGYEARBYEN SELVSTYRT UNGDOMSHUS,923881247,SVALBARD,,Vei 227 1,9170,LONGYEARBYEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/923881247,2026-04-27
MENTAL HELSE UNGDOM SVALBARD,935786231,SVALBARD,,Vei 238 42,9170,LONGYEARBYEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/935786231,2026-04-27
POTETKIOSKEN ULF KJELLEBERG,921212275,SVALBARD,,Vei 232 10,9170,LONGYEARBYEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/921212275,2026-04-27
SIGERNES TECHNICAL CONSULT v/Ulf Sigernes,992029463,SVALBARD,,,9171,LONGYEARBYEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/992029463,2026-04-27
UL POLARLEIK,989210475,SVALBARD,,,9171,LONGYEARBYEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/989210475,2026-04-27
ULLA ARCTIC AS,912171701,SVALBARD,,Vei 610 4,9170,LONGYEARBYEN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/912171701,2026-04-27
AF TERRENGTJENESTER UNGDOMSBEDRIFT,836684222,ARENDAL,Agder,"Arendal videregående skole, Kirkebakken 8",4836,ARENDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/836684222,2026-04-27
ARENDAL BARNE- OG UNGDOMSTEATER,929383206,ARENDAL,Agder,Grasåsen 29,4846,ARENDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/929383206,2026-04-27
ATLET LINK HANS OLAV STEPHANSEN ULDAL,999084192,ARENDAL,Agder,Vestheia 24,4817,HIS,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/999084192,2026-04-27
AUST-AGDER BARNE OG UNGDOMSRÅD (AABUR),975986985,ARENDAL,Agder,Åsbieveien 16,4848,ARENDAL,https://wwwbur.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/975986985,2026-04-27
AUST-AGDER UL,986136681,ARENDAL,Agder,"c/o Torgeir T. Fiane, Gamle Risevei 26",4821,RYKENE,https://www.facebook.com/austagderul/,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/986136681,2026-04-27
AUSTRE MOLAND UNGDOMS OG IDRETTSLAG (A.M.U.I.L),977085691,ARENDAL,Agder,Haugenesveien 15,4849,ARENDAL,https://www.amil.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/977085691,2026-04-27
BAG AND CHILL UNGDOMSBEDRIFT,936333478,ARENDAL,Agder,"Arendal videregående skole, Kirkebakken 8",4836,ARENDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936333478,2026-04-27
BEENATURE UNGDOMSBEDRIFT,936555489,ARENDAL,Agder,"Arendal videregående skole, Kirkebakken 8",4836,ARENDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936555489,2026-04-27
BERIT BULIEN JØRGENSEN,929328841,ARENDAL,Agder,Damveien 29,4816,KOLBJØRNSVIK,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/929328841,2026-04-27
BISTANDSFORENINGEN TIL F&U OG BEHANDLINGSSTØTTE,913955161,ARENDAL,Agder,"c/o Øystein Jensen-Tveit, Gamle Risevei 98",4821,RYKENE,https://www.bistandsforeningen.org,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/913955161,2026-04-27
BLIKK MEDIA UNGDOMSBEDRIFT,936726593,ARENDAL,Agder,"Sam Eyde videregående Skole, Østensbuveien 80",4848,ARENDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936726593,2026-04-27
BOXOFWONDER UNGDOMSBEDRIFT,936191487,ARENDAL,Agder,"Arendal videregående skole, Kirkebakken 8",4836,ARENDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936191487,2026-04-27
BRIGHT EYES BAKERY UNGDOMSBEDRIFT,936208606,ARENDAL,Agder,"Sam Eyde videregående skole, Østensbuveien 80",4848,ARENDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936208606,2026-04-27
BULDER LEKELAND AS,916308280,ARENDAL,Agder,Torbjørnsbu 14,4847,ARENDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/916308280,2026-04-27
DESIGNBYYOU UNGDOMSBEDRIFT,936333427,ARENDAL,Agder,"Arendal Vidregående Skole, Kirkebakken 8",4836,ARENDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936333427,2026-04-27
ESPELAND MOTORSPORT UNGDOMSGRUPPE DITT LIV DITT VALG,994943197,ARENDAL,Agder,Sagemoveien 138,4849,ARENDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/994943197,2026-04-27
FILUS UNGDOMSKLUBB,988607819,ARENDAL,Agder,"v/Flosta Idrettslag, Vatnebubanen",4920,STAUBØ,https://www.flostail.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/988607819,2026-04-27
FOLKEVERKSTEDET - DET URBANE GRENDEHUS,928833720,ARENDAL,Agder,Munkegaten 4,4838,ARENDAL,https://FolkeverkstedArendal.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/928833720,2026-04-27
GRACE & GLORY UNGDOMSBEDRIFT,936254268,ARENDAL,Agder,"Arendal videregående skole, Kirkebakken 6",4836,ARENDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936254268,2026-04-27
GRAND HOTEL ARENDAL AS,921595808,ARENDAL,Agder,Vestre gate 11,4836,ARENDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/921595808,2026-04-27
GRAND HOTEL ARENDAL DRIFT AS,992605596,ARENDAL,Agder,Vestre gate 11,4836,ARENDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/992605596,2026-04-27
"GRENSEN 1B, 4838 ARENDAL",922759685,ARENDAL,Agder,"c/o Cathrine E. Tømte, Grensen 1B",4838,ARENDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/922759685,2026-04-27
GRUNDES BYGGSHOP AS,860944812,ARENDAL,Agder,Stoaveien 10,4848,ARENDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/860944812,2026-04-27
GRUNDESEN EIENDOM,993307084,ARENDAL,Agder,Kongshavnveien 5,4812,KONGSHAVN,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/993307084,2026-04-27
GRØNN FLYT UNGDOMSBEDRIFT,935550459,ARENDAL,Agder,"Arendal videregående skole, Kirkebakken 8",4836,ARENDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/935550459,2026-04-27
GÅSÅSEN GRENDELAG,976537564,ARENDAL,Agder,Mågeveien 35,4847,ARENDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/976537564,2026-04-27
HAVODDVEIEN GRENDELAG,994944452,ARENDAL,Agder,Havoddveien 35A,4823,NEDENES,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/994944452,2026-04-27
HOVELAND MEDIA UNGDOMSBEDRIFT,936160379,ARENDAL,Agder,"Sam Eyde videregående skole, Østensbuveien 80",4848,ARENDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936160379,2026-04-27
HUMLEMEDIA UNGDOMSBEDRIFT,936290590,ARENDAL,Agder,"Sam Eyde videregående skole, Østensbuveien 80",4848,ARENDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936290590,2026-04-27
IDA U. MICHELSEN,920698670,ARENDAL,Agder,Terneholmen 20,4839,ARENDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/920698670,2026-04-27
KNUT-SIGURD L. BYGLAND,912393631,ARENDAL,Agder,Lokes vei 11,4846,ARENDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/912393631,2026-04-27
KOLBJØRNSVIK GRENDEHUS,934990897,ARENDAL,Agder,"c/o Frode Kristiansen, Sperrevigveien 59",4816,KOLBJØRNSVIK,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/934990897,2026-04-27
KREATIV UNGDOM,914911141,ARENDAL,Agder,"c/o Joachim Øren, Joåsveien 31",4846,ARENDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/914911141,2026-04-27
KRYDDERGJENGEN UNGDOMSBEDRIFT,936219454,ARENDAL,Agder,"Sam Eyde videregående skole, Østensbuveien 80",4848,ARENDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936219454,2026-04-27
KUNSTNER ANNE BULIEN,933880591,ARENDAL,Agder,Gamle Songevei 43A,4842,ARENDAL,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/933880591,2026-04-27
